url_len,hostname_len,special_chars,https,digits_url,digits_hostname,status
74,36,8,0,0.33783783783783783,0.027777777777777776,1
125,59,18,1,0.136,0.0,1
55,22,10,0,0.0,0.0,0
29,29,7,0,0.0,0.0,0
36,33,6,0,0.2222222222222222,0.24242424242424243,1
110,21,18,0,0.045454545454545456,0.0,1
49,18,9,0,0.0,0.0,0
58,23,10,1,0.13793103448275862,0.0,0
39,21,8,1,0.02564102564102564,0.0,1
55,22,14,1,0.05454545454545454,0.0,1
24,25,4,0,0.041666666666666664,0.04,0
38,38,8,1,0.0,0.0,1
31,19,7,0,0.22580645161290322,0.3684210526315789,1
70,27,12,1,0.0,0.0,1
52,32,8,1,0.0,0.0,0
58,32,8,0,0.0,0.0,0
59,42,12,1,0.0,0.0,1
265,35,13,0,0.1320754716981132,0.0,1
21,22,5,0,0.23809523809523808,0.22727272727272727,0
14,15,4,0,0.0,0.0,0
92,34,14,0,0.0,0.0,1
117,49,16,0,0.1282051282051282,0.0,1
149,19,14,1,0.28187919463087246,0.0,1
115,37,16,0,0.09565217391304348,0.16216216216216217,1
54,30,8,1,0.018518518518518517,0.0,1
42,28,7,1,0.023809523809523808,0.03571428571428571,0
25,25,6,1,0.0,0.0,0
45,36,7,1,0.0,0.0,0
53,32,8,1,0.0,0.0,0
65,26,14,1,0.0,0.0,0
17,17,5,0,0.11764705882352941,0.11764705882352941,1
38,24,8,0,0.0,0.0,0
26,26,6,1,0.0,0.0,0
45,29,9,1,0.0,0.0,0
96,32,14,0,0.14583333333333334,0.0,0
113,32,12,1,0.07964601769911504,0.0,1
126,58,18,0,0.14285714285714285,0.0,1
34,24,7,0,0.0,0.0,1
328,48,31,0,0.11890243902439024,0.125,1
25,17,7,0,0.0,0.0,1
34,34,6,0,0.0,0.0,0
59,16,7,0,0.0,0.0,0
123,25,20,0,0.0,0.0,1
86,59,10,1,0.1744186046511628,0.23728813559322035,1
54,21,11,0,0.0,0.0,1
23,23,6,1,0.0,0.0,1
29,30,5,0,0.0,0.0,0
78,26,12,0,0.0,0.0,0
37,28,8,0,0.0,0.0,1
159,22,16,0,0.27044025157232704,0.0,1
34,31,5,0,0.058823529411764705,0.06451612903225806,1
76,18,8,0,0.2894736842105263,0.0,1
18,18,5,1,0.0,0.0,0
39,31,6,1,0.0,0.0,1
158,46,27,0,0.006329113924050633,0.0,1
73,50,14,0,0.0136986301369863,0.02,1
77,31,7,0,0.2727272727272727,0.0,1
63,63,6,0,0.0,0.0,1
44,38,8,0,0.20454545454545456,0.07894736842105263,1
47,47,6,0,0.0,0.0,0
31,24,7,0,0.0,0.0,0
96,22,16,1,0.0625,0.0,0
51,25,9,1,0.0,0.0,0
46,23,9,0,0.0,0.0,0
31,31,6,0,0.0,0.0,0
28,28,7,0,0.0,0.0,0
68,50,9,0,0.11764705882352941,0.0,1
66,27,10,0,0.0,0.0,0
24,24,6,0,0.0,0.0,0
37,37,7,0,0.0,0.0,1
44,31,9,1,0.0,0.0,1
28,28,6,1,0.10714285714285714,0.10714285714285714,0
51,25,8,0,0.0,0.0,1
18,19,4,0,0.0,0.0,0
25,25,7,1,0.0,0.0,0
69,36,7,1,0.37681159420289856,0.0,1
105,23,9,0,0.26666666666666666,0.0,1
27,19,6,0,0.0,0.0,0
51,27,9,1,0.0196078431372549,0.0,0
55,23,6,0,0.32727272727272727,0.0,1
78,32,10,0,0.0,0.0,0
27,27,7,0,0.0,0.0,0
27,27,6,0,0.0,0.0,0
120,51,18,1,0.10833333333333334,0.0,1
69,51,9,1,0.08695652173913043,0.0,1
219,21,20,1,0.3881278538812785,0.047619047619047616,1
79,29,13,0,0.0,0.0,0
25,25,6,0,0.0,0.0,0
41,37,8,0,0.0,0.0,1
54,26,11,0,0.0,0.0,1
31,27,6,0,0.0,0.0,0
46,31,8,0,0.0,0.0,1
49,22,9,0,0.0,0.0,1
28,29,6,0,0.0,0.0,0
25,25,6,0,0.0,0.0,0
415,24,8,0,0.12289156626506025,0.0,1
69,44,11,0,0.0,0.0,0
62,25,14,0,0.3387096774193548,0.0,0
119,19,19,0,0.0,0.0,0
32,33,5,0,0.09375,0.09090909090909091,1
139,26,24,1,0.2733812949640288,0.0,1
36,36,6,1,0.0,0.0,0
124,27,15,0,0.13709677419354838,0.0,1
67,37,10,0,0.0,0.0,0
45,21,9,1,0.0,0.0,0
96,30,14,0,0.0,0.0,1
45,24,9,0,0.0,0.0,0
34,34,9,1,0.0,0.0,1
44,25,8,1,0.0,0.0,0
27,27,6,1,0.0,0.0,0
28,28,6,1,0.0,0.0,0
39,22,6,1,0.3076923076923077,0.0,0
79,33,14,1,0.012658227848101266,0.0,1
71,43,11,0,0.08450704225352113,0.0,1
34,35,5,0,0.0,0.0,1
238,24,20,1,0.3697478991596639,0.0,1
55,34,10,1,0.0,0.0,0
29,29,7,1,0.0,0.0,0
36,36,8,1,0.0,0.0,1
46,34,9,0,0.021739130434782608,0.0,0
23,23,6,0,0.0,0.0,1
53,33,9,0,0.018867924528301886,0.0,1
62,20,11,0,0.016129032258064516,0.0,1
134,58,20,0,0.14925373134328357,0.0,1
29,29,6,1,0.0,0.0,0
43,24,8,0,0.06976744186046512,0.0,0
51,26,9,0,0.0,0.0,0
32,32,6,0,0.0,0.0,0
59,37,8,1,0.0,0.0,1
55,22,9,1,0.10909090909090909,0.0,0
19,19,7,0,0.42105263157894735,0.42105263157894735,1
101,33,14,0,0.0,0.0,1
34,17,7,0,0.0,0.0,1
72,20,15,0,0.1111111111111111,0.0,0
50,32,9,0,0.0,0.0,0
27,27,6,0,0.0,0.0,0
49,33,8,0,0.0,0.0,0
126,59,19,1,0.12698412698412698,0.0,1
75,47,12,0,0.08,0.0,1
37,18,8,0,0.0,0.0,1
37,26,7,0,0.0,0.0,1
58,27,8,1,0.08620689655172414,0.0,0
21,21,6,0,0.19047619047619047,0.19047619047619047,1
72,23,11,0,0.0,0.0,0
46,28,8,0,0.0,0.0,0
66,30,10,0,0.0,0.0,0
48,28,9,1,0.0,0.0,0
57,23,10,0,0.0,0.0,0
40,32,6,1,0.0,0.0,0
62,42,8,0,0.0,0.0,0
33,30,8,1,0.0,0.0,0
44,33,7,1,0.0,0.0,1
25,25,7,0,0.0,0.0,0
38,38,6,1,0.0,0.0,0
61,29,11,0,0.09836065573770492,0.0,0
70,45,11,0,0.05714285714285714,0.08888888888888889,1
61,24,12,0,0.0,0.0,0
126,69,15,0,0.3492063492063492,0.3333333333333333,1
47,27,9,1,0.0851063829787234,0.0,0
46,33,7,0,0.0,0.0,0
57,28,10,1,0.0,0.0,1
37,37,7,1,0.0,0.0,1
47,25,8,1,0.0,0.0,1
34,35,7,0,0.0,0.0,0
63,24,13,0,0.09523809523809523,0.0,0
46,35,7,0,0.0,0.0,0
28,29,6,1,0.0,0.0,0
58,27,11,0,0.0,0.0,0
24,22,6,1,0.0,0.0,0
37,37,6,1,0.0,0.0,0
127,59,18,1,0.2047244094488189,0.0,1
92,26,14,1,0.14130434782608695,0.0,1
29,25,7,0,0.0,0.0,1
68,26,12,1,0.0,0.0,0
126,59,19,1,0.1349206349206349,0.0,1
27,24,7,0,0.0,0.0,1
55,35,8,0,0.01818181818181818,0.02857142857142857,0
65,21,14,1,0.0,0.0,1
49,32,10,0,0.0,0.0,0
66,47,12,1,0.0,0.0,1
48,25,8,1,0.0,0.0,0
29,23,6,0,0.0,0.0,1
28,28,6,1,0.0,0.0,0
57,36,11,0,0.0,0.0,1
35,36,5,1,0.11428571428571428,0.1111111111111111,1
71,26,13,0,0.14084507042253522,0.0,0
38,38,6,1,0.0,0.0,0
127,58,19,0,0.11811023622047244,0.0,1
128,59,19,1,0.125,0.0,1
189,18,14,1,0.4656084656084656,0.0,1
26,26,6,0,0.0,0.0,0
47,27,9,1,0.0,0.0,0
19,19,6,1,0.0,0.0,0
38,21,9,0,0.0,0.0,1
32,33,5,0,0.03125,0.030303030303030304,0
128,62,19,0,0.1953125,0.0,1
40,40,7,1,0.0,0.0,1
37,26,6,0,0.0,0.0,1
30,30,6,0,0.0,0.0,0
75,20,19,0,0.0,0.0,1
40,40,8,0,0.1,0.1,1
126,69,15,0,0.373015873015873,0.3188405797101449,1
78,32,12,1,0.0641025641025641,0.0,0
98,22,20,1,0.0,0.0,0
54,23,10,0,0.0,0.0,1
49,15,9,0,0.08163265306122448,0.0,0
77,27,13,1,0.012987012987012988,0.0,1
63,16,12,1,0.031746031746031744,0.0,1
79,28,11,1,0.0,0.0,0
58,31,10,0,0.0,0.0,0
130,130,13,0,0.36923076923076925,0.36923076923076925,1
35,36,5,0,0.0,0.0,1
99,28,13,0,0.32323232323232326,0.03571428571428571,0
26,26,6,1,0.0,0.0,0
38,34,10,1,0.07894736842105263,0.08823529411764706,0
124,55,19,1,0.1532258064516129,0.0,1
34,30,10,1,0.0,0.0,0
35,36,5,1,0.0,0.0,1
63,32,8,1,0.14285714285714285,0.0,0
51,51,9,0,0.19607843137254902,0.19607843137254902,1
38,24,7,0,0.0,0.0,1
53,29,9,0,0.018867924528301886,0.0,1
66,28,12,0,0.045454545454545456,0.0,0
47,24,9,0,0.0,0.0,0
42,27,8,0,0.11904761904761904,0.0,0
98,22,20,1,0.08163265306122448,0.0,1
78,33,11,0,0.14102564102564102,0.0,1
145,18,31,1,0.09655172413793103,0.0,1
29,30,5,0,0.06896551724137931,0.06666666666666667,1
29,29,6,1,0.034482758620689655,0.034482758620689655,1
20,14,5,0,0.1,0.0,1
119,34,19,1,0.09243697478991597,0.08823529411764706,1
28,28,6,1,0.0,0.0,0
40,30,7,1,0.0,0.0,0
20,20,7,0,0.45,0.45,1
32,32,6,0,0.0,0.0,1
58,30,9,0,0.0,0.0,0
41,26,9,0,0.0,0.0,1
49,24,11,0,0.0,0.0,0
81,31,13,1,0.04938271604938271,0.0,1
129,24,23,0,0.007751937984496124,0.0,0
45,20,8,0,0.0,0.0,0
34,34,7,1,0.0,0.0,0
46,33,7,0,0.13043478260869565,0.18181818181818182,1
74,30,11,0,0.06756756756756757,0.0,0
82,25,12,1,0.07317073170731707,0.0,1
59,28,9,0,0.0,0.0,0
55,28,9,0,0.0,0.0,1
51,24,9,0,0.0,0.0,1
25,26,5,0,0.0,0.0,1
17,18,5,0,0.0,0.0,0
35,17,8,0,0.0,0.0,0
30,25,6,0,0.0,0.0,1
113,20,14,0,0.22123893805309736,0.05,1
91,26,15,0,0.0,0.0,0
57,22,12,0,0.0,0.0,1
39,39,7,1,0.15384615384615385,0.15384615384615385,1
51,24,9,1,0.0,0.0,0
43,25,8,1,0.0,0.0,0
53,25,10,1,0.03773584905660377,0.0,1
42,26,8,1,0.0,0.0,0
19,19,6,0,0.0,0.0,0
58,32,11,0,0.08620689655172414,0.0,1
65,42,9,1,0.0,0.0,1
56,29,10,0,0.0,0.0,1
32,32,6,1,0.09375,0.09375,1
34,34,7,1,0.0,0.0,0
36,36,7,1,0.0,0.0,1
23,23,5,0,0.0,0.0,1
83,23,15,1,0.012048192771084338,0.0,0
60,33,10,0,0.0,0.0,1
137,18,17,0,0.34306569343065696,0.0,1
45,29,8,0,0.0,0.0,1
73,21,16,0,0.1506849315068493,0.0,0
66,24,11,0,0.0,0.0,0
26,26,6,1,0.0,0.0,0
107,25,18,0,0.07476635514018691,0.0,0
58,27,12,0,0.05172413793103448,0.0,0
67,25,11,1,0.0,0.0,0
51,25,10,0,0.0,0.0,1
26,26,6,1,0.0,0.0,0
27,27,6,1,0.07407407407407407,0.07407407407407407,0
48,36,9,1,0.0,0.0,1
25,25,6,0,0.08,0.08,0
34,23,7,0,0.0,0.0,1
87,24,16,0,0.0,0.0,0
32,32,6,1,0.0625,0.0625,1
65,23,13,0,0.0,0.0,1
32,32,6,0,0.25,0.25,1
81,22,19,1,0.012345679012345678,0.0,1
43,28,7,0,0.0,0.0,0
37,37,6,1,0.0,0.0,0
115,50,16,0,0.20869565217391303,0.0,1
80,32,15,1,0.0875,0.0,0
44,22,10,0,0.0,0.0,0
24,24,6,1,0.0,0.0,0
59,27,10,0,0.0,0.0,0
51,19,10,0,0.0196078431372549,0.0,1
29,29,6,1,0.0,0.0,0
86,36,14,1,0.023255813953488372,0.0,1
122,26,19,1,0.18032786885245902,0.0,1
155,47,15,0,0.15483870967741936,0.1276595744680851,1
72,25,14,0,0.08333333333333333,0.0,0
100,34,14,1,0.1,0.0,0
120,25,19,0,0.0,0.0,1
67,30,10,0,0.0,0.0,1
47,30,9,1,0.0,0.0,1
45,22,10,0,0.0,0.0,0
35,35,7,0,0.0,0.0,1
110,47,12,1,0.18181818181818182,0.02127659574468085,1
32,32,8,0,0.0,0.0,1
120,51,18,1,0.2,0.0,1
54,30,10,1,0.0,0.0,0
31,31,7,1,0.0,0.0,0
51,23,9,0,0.0,0.0,0
50,37,7,1,0.0,0.0,1
204,29,8,1,0.13725490196078433,0.0,1
19,19,6,0,0.0,0.0,1
42,43,7,0,0.0,0.0,1
26,23,7,0,0.038461538461538464,0.043478260869565216,1
44,29,8,1,0.0,0.0,0
26,27,5,0,0.0,0.0,1
98,67,15,1,0.04081632653061224,0.05970149253731343,1
27,27,6,1,0.0,0.0,0
25,26,5,0,0.0,0.0,1
54,24,11,0,0.0,0.0,0
34,23,7,0,0.0,0.0,1
26,22,5,0,0.038461538461538464,0.0,1
82,31,13,0,0.06097560975609756,0.0,0
82,23,15,1,0.04878048780487805,0.0,0
25,25,6,1,0.0,0.0,0
114,46,18,1,0.20175438596491227,0.08695652173913043,1
41,25,8,1,0.0,0.0,0
22,19,5,0,0.0,0.0,1
43,25,9,0,0.0,0.0,1
25,25,6,0,0.0,0.0,0
49,33,8,1,0.0,0.0,1
24,24,6,1,0.0,0.0,0
24,24,5,1,0.0,0.0,0
34,34,6,1,0.0,0.0,0
82,38,15,0,0.036585365853658534,0.05263157894736842,1
30,30,6,1,0.0,0.0,1
108,39,20,1,0.05555555555555555,0.0,1
21,21,6,1,0.0,0.0,0
24,24,6,1,0.0,0.0,0
43,22,9,0,0.0,0.0,0
55,42,11,1,0.0,0.0,1
52,29,12,1,0.057692307692307696,0.10344827586206896,1
68,41,11,0,0.0,0.0,0
24,24,6,1,0.125,0.125,0
76,22,13,0,0.10526315789473684,0.0,0
158,47,22,0,0.056962025316455694,0.0,1
33,33,6,1,0.030303030303030304,0.030303030303030304,1
49,26,8,0,0.0,0.0,0
74,29,11,1,0.0,0.0,0
78,25,14,0,0.038461538461538464,0.0,0
32,32,6,0,0.0,0.0,0
89,24,16,1,0.1348314606741573,0.0,0
30,31,5,1,0.06666666666666667,0.06451612903225806,1
36,36,8,0,0.25,0.25,1
97,27,18,0,0.20618556701030927,0.0,0
31,17,6,0,0.0,0.0,1
21,21,6,0,0.0,0.0,0
25,25,7,1,0.12,0.12,1
109,16,18,1,0.05504587155963303,0.0,0
38,38,6,1,0.02631578947368421,0.02631578947368421,1
113,32,13,0,0.168141592920354,0.0,1
55,46,7,0,0.05454545454545454,0.06521739130434782,1
26,26,6,1,0.0,0.0,0
19,20,5,0,0.0,0.0,0
18,18,5,0,0.0,0.0,1
80,28,13,1,0.0125,0.0,0
112,20,15,0,0.008928571428571428,0.05,1
127,58,19,0,0.1889763779527559,0.0,1
43,26,8,0,0.0,0.0,1
135,27,21,0,0.0,0.0,0
48,26,9,0,0.0,0.0,0
24,24,6,1,0.125,0.125,0
118,21,18,1,0.01694915254237288,0.0,0
34,23,8,0,0.0,0.0,0
77,31,7,0,0.2857142857142857,0.0,1
71,28,10,0,0.0,0.0,0
26,26,6,1,0.0,0.0,0
48,25,8,1,0.0,0.0,0
24,24,6,1,0.0,0.0,0
56,28,10,0,0.0,0.0,0
102,36,14,1,0.11764705882352941,0.0,1
45,46,7,0,0.0,0.0,1
42,28,6,0,0.0,0.0,0
30,30,6,1,0.0,0.0,0
131,36,20,1,0.030534351145038167,0.0,1
34,34,6,1,0.0,0.0,0
67,35,10,1,0.0,0.0,0
31,20,8,0,0.12903225806451613,0.0,1
36,25,7,0,0.0,0.0,1
48,25,11,1,0.0,0.0,0
28,21,7,0,0.03571428571428571,0.047619047619047616,0
24,25,5,0,0.0,0.0,1
54,23,10,0,0.0,0.0,0
33,21,7,0,0.0,0.0,0
25,25,6,1,0.0,0.0,0
33,21,6,0,0.0,0.0,0
49,28,9,0,0.04081632653061224,0.0,0
51,30,8,0,0.21568627450980393,0.0,1
26,26,6,0,0.0,0.0,0
47,18,9,0,0.0425531914893617,0.1111111111111111,1
72,18,11,0,0.19444444444444445,0.0,0
99,24,17,1,0.08080808080808081,0.041666666666666664,0
49,27,9,0,0.02040816326530612,0.0,0
126,69,15,0,0.2857142857142857,0.21739130434782608,1
83,25,10,0,0.24096385542168675,0.0,1
42,25,8,1,0.0,0.0,0
33,21,8,0,0.09090909090909091,0.09523809523809523,1
27,27,6,0,0.0,0.0,0
220,22,16,0,0.36363636363636365,0.5,1
78,52,14,0,0.0,0.0,1
77,27,11,1,0.05194805194805195,0.0,0
40,41,9,0,0.025,0.024390243902439025,0
69,29,11,0,0.0,0.0,1
30,30,6,0,0.0,0.0,0
26,27,5,0,0.0,0.0,0
77,25,12,0,0.0,0.0,0
50,24,8,0,0.08,0.0,1
84,30,15,0,0.0,0.0,1
42,22,9,0,0.11904761904761904,0.0,0
71,30,10,0,0.0,0.0,0
69,19,14,0,0.0,0.0,0
61,27,13,0,0.06557377049180328,0.0,1
30,31,5,0,0.0,0.0,1
61,22,9,0,0.06557377049180328,0.0,0
80,36,12,1,0.05,0.027777777777777776,0
127,59,18,1,0.14960629921259844,0.0,1
28,28,6,0,0.0,0.0,0
81,56,11,1,0.024691358024691357,0.0,1
110,83,21,0,0.2545454545454545,0.20481927710843373,1
76,58,10,0,0.14473684210526316,0.0,1
28,22,6,0,0.03571428571428571,0.0,1
22,23,5,0,0.18181818181818182,0.17391304347826086,0
125,59,18,1,0.192,0.0,1
61,28,13,0,0.01639344262295082,0.0,0
40,40,7,1,0.0,0.0,0
98,22,16,0,0.2857142857142857,0.5,1
25,22,6,0,0.0,0.0,1
24,24,6,0,0.0,0.0,0
141,57,9,1,0.3191489361702128,0.3333333333333333,1
36,37,5,0,0.0,0.0,0
61,28,10,0,0.04918032786885246,0.10714285714285714,0
44,25,9,1,0.0,0.0,0
84,26,16,1,0.07142857142857142,0.0,0
31,31,7,1,0.0,0.0,0
77,27,10,1,0.11688311688311688,0.0,0
142,34,13,1,0.1267605633802817,0.0,1
146,23,10,0,0.2602739726027397,0.08695652173913043,1
44,45,5,0,0.0,0.0,0
46,19,10,0,0.15217391304347827,0.15789473684210525,1
93,30,14,1,0.08602150537634409,0.0,0
66,55,10,0,0.0,0.0,1
21,21,6,1,0.0,0.0,0
48,25,9,0,0.0,0.0,1
33,34,6,0,0.0,0.0,1
36,36,7,1,0.0,0.0,1
61,24,10,0,0.0,0.0,0
28,28,6,0,0.0,0.0,0
33,33,6,1,0.0,0.0,0
30,30,6,0,0.0,0.0,0
32,32,8,0,0.125,0.125,1
118,50,17,0,0.17796610169491525,0.0,1
31,31,6,0,0.0,0.0,0
19,19,6,0,0.15789473684210525,0.15789473684210525,1
34,34,7,0,0.0,0.0,1
37,38,5,0,0.0,0.0,0
81,62,12,0,0.14814814814814814,0.0,1
36,36,6,1,0.0,0.0,1
69,19,11,0,0.0,0.0,0
32,32,6,0,0.0,0.0,0
26,26,6,0,0.0,0.0,0
99,24,10,1,0.050505050505050504,0.0,1
37,22,6,1,0.0,0.0,0
53,28,9,0,0.05660377358490566,0.0,1
46,22,11,0,0.0,0.0,1
83,29,12,1,0.10843373493975904,0.0,0
48,24,9,0,0.0,0.0,1
56,25,10,1,0.0,0.0,0
65,26,16,0,0.0,0.0,1
51,24,7,0,0.0,0.0,1
58,27,10,0,0.10344827586206896,0.0,1
47,21,9,0,0.1276595744680851,0.047619047619047616,1
27,27,6,1,0.0,0.0,0
31,31,6,0,0.0,0.0,0
81,27,10,0,0.20987654320987653,0.0,1
42,23,8,0,0.0,0.0,1
156,23,19,0,0.14743589743589744,0.0,1
64,34,9,0,0.0,0.0,0
29,29,6,1,0.0,0.0,0
66,36,11,0,0.0,0.0,0
31,31,7,1,0.0,0.0,0
28,28,6,1,0.0,0.0,0
59,27,8,0,0.0,0.0,0
27,27,6,1,0.0,0.0,0
65,29,12,0,0.0,0.0,0
70,24,13,0,0.07142857142857142,0.20833333333333334,1
41,19,7,0,0.0,0.0,1
65,27,12,0,0.18461538461538463,0.0,0
54,29,9,0,0.0,0.0,1
81,35,8,0,0.25925925925925924,0.0,1
107,27,18,1,0.18691588785046728,0.0,0
26,26,7,0,0.0,0.0,0
20,21,5,1,0.0,0.0,0
89,28,15,0,0.02247191011235955,0.0,0
26,23,7,1,0.0,0.0,0
21,21,6,0,0.0,0.0,0
89,46,15,1,0.0898876404494382,0.0,0
41,41,6,1,0.0,0.0,0
43,27,8,1,0.0,0.0,0
26,26,6,0,0.0,0.0,0
66,52,7,0,0.13636363636363635,0.17307692307692307,1
51,34,9,0,0.0,0.0,0
126,58,18,0,0.15873015873015872,0.0,1
35,35,8,1,0.05714285714285714,0.05714285714285714,1
26,19,5,1,0.038461538461538464,0.0,1
47,18,9,0,0.40425531914893614,0.0,1
52,24,9,0,0.21153846153846154,0.041666666666666664,1
128,59,19,1,0.140625,0.0,1
41,24,8,1,0.0,0.0,0
43,32,7,0,0.0,0.0,1
126,58,18,0,0.11904761904761904,0.0,1
32,33,6,0,0.0,0.0,0
68,17,15,0,0.014705882352941176,0.058823529411764705,1
102,26,22,1,0.058823529411764705,0.0,0
55,24,13,0,0.2545454545454545,0.0,0
112,21,18,0,0.017857142857142856,0.0,0
99,24,13,1,0.09090909090909091,0.0,1
34,25,7,0,0.11764705882352941,0.0,0
29,22,6,0,0.0,0.0,1
58,19,12,1,0.0,0.0,1
43,34,8,0,0.0,0.0,1
60,22,10,0,0.0,0.0,1
101,24,11,1,0.10891089108910891,0.0,1
36,37,5,0,0.0,0.0,1
68,28,10,0,0.0,0.0,0
26,26,6,1,0.0,0.0,0
47,20,9,0,0.02127659574468085,0.0,1
84,25,14,0,0.09523809523809523,0.0,0
57,57,9,1,0.05263157894736842,0.05263157894736842,1
39,39,6,0,0.0,0.0,1
196,25,20,0,0.2755102040816326,0.0,1
23,24,5,0,0.0,0.0,0
62,24,11,0,0.0,0.0,1
48,16,7,1,0.08333333333333333,0.0625,1
98,26,14,1,0.0,0.0,1
47,37,7,0,0.0425531914893617,0.0,0
35,35,6,1,0.0,0.0,0
25,25,6,0,0.0,0.0,0
21,15,5,1,0.047619047619047616,0.0,1
92,66,15,0,0.07608695652173914,0.06060606060606061,1
34,24,7,1,0.0,0.0,1
24,24,7,1,0.041666666666666664,0.041666666666666664,0
126,59,19,1,0.14285714285714285,0.0,1
31,32,5,0,0.03225806451612903,0.03125,1
63,25,13,1,0.36507936507936506,0.0,0
35,20,7,1,0.0,0.0,0
48,31,9,0,0.08333333333333333,0.0,0
56,29,12,0,0.03571428571428571,0.0,0
26,26,7,0,0.0,0.0,0
63,27,14,1,0.12698412698412698,0.0,0
62,36,10,1,0.0,0.0,1
31,22,7,0,0.0,0.0,1
48,33,9,0,0.020833333333333332,0.0,1
53,36,9,0,0.0,0.0,0
48,25,9,1,0.0,0.0,0
20,15,6,0,0.05,0.0,1
50,18,9,0,0.04,0.0,1
69,31,11,0,0.057971014492753624,0.0,1
32,22,5,0,0.0,0.0,0
32,32,7,0,0.0,0.0,1
30,30,6,1,0.0,0.0,0
60,43,11,0,0.03333333333333333,0.046511627906976744,1
26,26,6,1,0.0,0.0,0
127,58,19,0,0.11811023622047244,0.0,1
39,32,7,0,0.0,0.0,1
62,45,11,0,0.06451612903225806,0.08888888888888889,1
24,24,6,1,0.0,0.0,0
30,30,6,1,0.0,0.0,0
23,23,6,1,0.0,0.0,0
74,35,11,0,0.0,0.0,0
70,25,13,1,0.08571428571428572,0.0,1
23,23,5,0,0.0,0.0,1
109,25,23,0,0.0,0.0,1
32,32,8,0,0.1875,0.1875,1
